State,value,Category,Scenario
NC_Chowan,TX_Falls,Non Speciality Crop,RCP85
NC_Chowan,TX_Limestone,Non Speciality Crop,RCP85
NC_Chowan,TX_McLennan,Non Speciality Crop,RCP85
NC_Chowan,TX_Henderson,Speciality Crop,RCP85
NC_Chowan,TX_Dallas,Non Speciality Crop,RCP85
NC_Chowan,TX_Travis,Speciality Crop,RCP85
NC_Chowan,TX_Milam,Speciality Crop,RCP85
NC_Chowan,TX_Kaufman,Non Speciality Crop,RCP85
NC_Columbus,TX_Freestone,Non Speciality Crop,RCP85
NC_Columbus,TX_Madison,Speciality Crop,RCP85
NC_Columbus,TX_Bastrop,Speciality Crop,RCP85
NC_Columbus,TX_Bell,Speciality Crop,RCP85
NC_Columbus,TX_Robertson,Speciality Crop,RCP85
NC_Columbus,TX_Hays,Non Speciality Crop,RCP85
NC_Columbus,TX_Leon,Non Speciality Crop,RCP85
NC_Columbus,TX_Blanco,Non Speciality Crop,RCP85
NC_Columbus,TX_McLennan,Non Speciality Crop,RCP85
NC_Columbus,TX_Williamson,Speciality Crop,RCP85
NC_Cumberland,TX_Bell,Speciality Crop,RCP85
NC_Cumberland,TX_McLennan,Non Speciality Crop,RCP85
NC_Cumberland,TX_Hill,Non Speciality Crop,RCP85
NC_Cumberland,TX_Limestone,Non Speciality Crop,RCP85
NC_Cumberland,TX_Williamson,Speciality Crop,RCP85
NC_Cumberland,TX_Falls,Non Speciality Crop,RCP85
NC_Cumberland,TX_Ellis,Speciality Crop,RCP85
NC_Cumberland,TX_Freestone,Non Speciality Crop,RCP85
NC_Cumberland,TX_Navarro,Speciality Crop,RCP85
NC_Cumberland,TX_Johnson,Non Speciality Crop,RCP85
NC_Duplin,TX_McLennan,Non Speciality Crop,RCP85
NC_Duplin,TX_Limestone,Non Speciality Crop,RCP85
NC_Duplin,TX_Bell,Speciality Crop,RCP85
NC_Duplin,TX_Williamson,Speciality Crop,RCP85
NC_Duplin,TX_Falls,Non Speciality Crop,RCP85
NC_Duplin,TX_Hill,Non Speciality Crop,RCP85
NC_Duplin,TX_Johnson,Non Speciality Crop,RCP85
NC_Duplin,TX_Travis,Speciality Crop,RCP85
NC_Duplin,TX_Freestone,Non Speciality Crop,RCP85
NC_Duplin,TX_Hays,Non Speciality Crop,RCP85
NC_Edgecombe,TX_Tarrant,Non Speciality Crop,RCP85
NC_Edgecombe,TX_Ellis,Speciality Crop,RCP85
NC_Edgecombe,TX_Dallas,Non Speciality Crop,RCP85
NC_Edgecombe,TX_Johnson,Non Speciality Crop,RCP85
NC_Edgecombe,TX_Hill,Non Speciality Crop,RCP85
NC_Edgecombe,TX_McLennan,Non Speciality Crop,RCP85
NC_Edgecombe,TX_Kaufman,Non Speciality Crop,RCP85
NC_Edgecombe,TX_Rockwall,Non Speciality Crop,RCP85
NC_Edgecombe,TX_Bell,Speciality Crop,RCP85
NC_Edgecombe,TX_Williamson,Speciality Crop,RCP85
NC_Greene,TX_McLennan,Non Speciality Crop,RCP85
NC_Greene,TX_Hill,Non Speciality Crop,RCP85
NC_Greene,TX_Williamson,Speciality Crop,RCP85
NC_Greene,TX_Bell,Speciality Crop,RCP85
NC_Greene,TX_Johnson,Non Speciality Crop,RCP85
NC_Greene,TX_Limestone,Non Speciality Crop,RCP85
NC_Greene,TX_Travis,Speciality Crop,RCP85
NC_Greene,TX_Navarro,Speciality Crop,RCP85
NC_Greene,TX_Freestone,Non Speciality Crop,RCP85
NC_Greene,TX_Ellis,Speciality Crop,RCP85
NC_Halifax,TX_Tarrant,Non Speciality Crop,RCP85
NC_Halifax,TX_Rockwall,Non Speciality Crop,RCP85
NC_Halifax,TX_Dallas,Non Speciality Crop,RCP85
NC_Halifax,TX_Denton,Non Speciality Crop,RCP85
NC_Halifax,TX_Johnson,Non Speciality Crop,RCP85
NC_Halifax,TX_Ellis,Speciality Crop,RCP85
NC_Halifax,TX_Titus,Non Speciality Crop,RCP85
NC_Halifax,TX_Collin,Speciality Crop,RCP85
NC_Halifax,TX_Wise,Speciality Crop,RCP85
NC_Halifax,TX_Hill,Non Speciality Crop,RCP85
NC_Harnett,TX_Tarrant,Non Speciality Crop,RCP85
NC_Harnett,TX_Ellis,Speciality Crop,RCP85
NC_Harnett,TX_Dallas,Non Speciality Crop,RCP85
NC_Harnett,TX_Hill,Non Speciality Crop,RCP85
NC_Harnett,TX_Gregg,Non Speciality Crop,RCP85
NC_Harnett,TX_Kaufman,Non Speciality Crop,RCP85
NC_Harnett,TX_Limestone,Non Speciality Crop,RCP85
NC_Harnett,TX_McLennan,Non Speciality Crop,RCP85
NC_Harnett,TX_Coryell,Speciality Crop,RCP85
NC_Harnett,TX_Johnson,Non Speciality Crop,RCP85
NC_Henderson,GA_Walton,Non Speciality Crop,RCP85
NC_Henderson,GA_Franklin,Non Speciality Crop,RCP85
NC_Henderson,GA_Gwinnett,Non Speciality Crop,RCP85
NC_Hertford,TX_Dallas,Non Speciality Crop,RCP85
NC_Hertford,TX_Rockwall,Non Speciality Crop,RCP85
NC_Hertford,TX_Tarrant,Non Speciality Crop,RCP85
NC_Hertford,TX_Denton,Non Speciality Crop,RCP85
NC_Hertford,TX_Collin,Speciality Crop,RCP85
NC_Hertford,TX_Ellis,Speciality Crop,RCP85
NC_Hertford,TX_Kaufman,Non Speciality Crop,RCP85
NC_Hertford,TX_Lampasas,Speciality Crop,RCP85
NC_Hyde,TX_Williamson,Speciality Crop,RCP85
NC_Hyde,TX_Hays,Non Speciality Crop,RCP85
NC_Hyde,TX_Travis,Speciality Crop,RCP85
NC_Hyde,TX_Milam,Speciality Crop,RCP85
NC_Hyde,TX_Falls,Non Speciality Crop,RCP85
NC_Hyde,TX_Caldwell,Speciality Crop,RCP85
NC_Hyde,TX_Lee,Speciality Crop,RCP85
NC_Hyde,TX_Robertson,Speciality Crop,RCP85
NC_Hyde,TX_Montgomery,Non Speciality Crop,RCP85
NC_Hyde,TX_San Jacinto,Non Speciality Crop,RCP85
NC_Johnston,TX_Ellis,Speciality Crop,RCP85
NC_Johnston,TX_Tarrant,Non Speciality Crop,RCP85
NC_Johnston,TX_Dallas,Non Speciality Crop,RCP85
NC_Johnston,TX_Kaufman,Non Speciality Crop,RCP85
NC_Johnston,TX_Limestone,Non Speciality Crop,RCP85
NC_Johnston,TX_Hill,Non Speciality Crop,RCP85
NC_Johnston,TX_McLennan,Non Speciality Crop,RCP85
NC_Johnston,TX_Johnson,Non Speciality Crop,RCP85
NC_Lenoir,TX_McLennan,Non Speciality Crop,RCP85
NC_Lenoir,TX_Limestone,Non Speciality Crop,RCP85
NC_Lenoir,TX_Hill,Non Speciality Crop,RCP85
NC_Lenoir,TX_Williamson,Speciality Crop,RCP85
NC_Lenoir,TX_Bell,Speciality Crop,RCP85
NC_Lenoir,TX_Falls,Non Speciality Crop,RCP85
NC_Lenoir,TX_Travis,Speciality Crop,RCP85
NC_Lenoir,TX_Milam,Speciality Crop,RCP85
NC_Lenoir,TX_Freestone,Non Speciality Crop,RCP85
NC_Lenoir,TX_Navarro,Speciality Crop,RCP85
NC_Martin,TX_Tarrant,Non Speciality Crop,RCP85
NC_Martin,TX_Dallas,Non Speciality Crop,RCP85
NC_Martin,TX_Ellis,Speciality Crop,RCP85
NC_Martin,TX_Kaufman,Non Speciality Crop,RCP85
NC_Martin,TX_Bell,Speciality Crop,RCP85
NC_Martin,TX_McLennan,Non Speciality Crop,RCP85
NC_Martin,TX_Limestone,Non Speciality Crop,RCP85
NC_Martin,TX_Hill,Non Speciality Crop,RCP85
NC_Martin,TX_Rockwall,Non Speciality Crop,RCP85
NC_Martin,TX_Williamson,Speciality Crop,RCP85
NC_Nash,TX_Tarrant,Non Speciality Crop,RCP85
NC_Nash,TX_Dallas,Non Speciality Crop,RCP85
NC_Nash,TX_Denton,Non Speciality Crop,RCP85
NC_Nash,TX_Johnson,Non Speciality Crop,RCP85
NC_Nash,TX_Rockwall,Non Speciality Crop,RCP85
NC_Nash,TX_Kaufman,Non Speciality Crop,RCP85
NC_Nash,TX_Ellis,Speciality Crop,RCP85
NC_Nash,TX_McLennan,Non Speciality Crop,RCP85
NC_Nash,TX_Hill,Non Speciality Crop,RCP85
NC_Nash,TX_Bosque,Speciality Crop,RCP85
NC_Pasquotank,TX_Dallas,Non Speciality Crop,RCP85
NC_Pasquotank,TX_Rockwall,Non Speciality Crop,RCP85
NC_Pasquotank,TX_Kaufman,Non Speciality Crop,RCP85
NC_Pasquotank,TX_Williamson,Speciality Crop,RCP85
NC_Pasquotank,TX_McLennan,Non Speciality Crop,RCP85
NC_Pasquotank,TX_Limestone,Non Speciality Crop,RCP85
NC_Pasquotank,TX_Bell,Speciality Crop,RCP85
NC_Pasquotank,TX_Falls,Non Speciality Crop,RCP85
NC_Pasquotank,MS_Humphreys,Non Speciality Crop,RCP85
NC_Pasquotank,MS_Washington,Non Speciality Crop,RCP85
NC_Pender,TX_Blanco,Non Speciality Crop,RCP85
NC_Pender,TX_Hays,Non Speciality Crop,RCP85
NC_Pender,TX_Bastrop,Speciality Crop,RCP85
NC_Pender,TX_Robertson,Speciality Crop,RCP85
NC_Pender,TX_Williamson,Speciality Crop,RCP85
NC_Pender,TX_Freestone,Non Speciality Crop,RCP85
NC_Pender,TX_Trinity,Non Speciality Crop,RCP85
NC_Pender,TX_Caldwell,Speciality Crop,RCP85
NC_Pender,TX_Bell,Speciality Crop,RCP85
NC_Pender,TX_Guadalupe,Speciality Crop,RCP85
NC_Perquimans,TX_Limestone,Non Speciality Crop,RCP85
NC_Perquimans,TX_Dallas,Non Speciality Crop,RCP85
NC_Perquimans,TX_Williamson,Speciality Crop,RCP85
NC_Perquimans,TX_McLennan,Non Speciality Crop,RCP85
NC_Perquimans,TX_Kaufman,Non Speciality Crop,RCP85
NC_Perquimans,TX_Bell,Speciality Crop,RCP85
NC_Perquimans,TX_Falls,Non Speciality Crop,RCP85
NC_Perquimans,TX_Rockwall,Non Speciality Crop,RCP85
NC_Perquimans,TX_Henderson,Speciality Crop,RCP85
NC_Perquimans,TX_Ellis,Speciality Crop,RCP85
NC_Pitt,TX_Hill,Non Speciality Crop,RCP85
NC_Pitt,TX_McLennan,Non Speciality Crop,RCP85
NC_Pitt,TX_Johnson,Non Speciality Crop,RCP85
NC_Pitt,TX_Limestone,Non Speciality Crop,RCP85
NC_Pitt,TX_Bell,Speciality Crop,RCP85
NC_Pitt,TX_Ellis,Speciality Crop,RCP85
NC_Pitt,TX_Tarrant,Non Speciality Crop,RCP85
NC_Pitt,TX_Williamson,Speciality Crop,RCP85
NC_Pitt,TX_Navarro,Speciality Crop,RCP85
NC_Pitt,TX_Bosque,Speciality Crop,RCP85
NC_Robeson,TX_McLennan,Non Speciality Crop,RCP85
NC_Robeson,TX_Hill,Non Speciality Crop,RCP85
NC_Robeson,TX_Williamson,Speciality Crop,RCP85
NC_Robeson,TX_Bell,Speciality Crop,RCP85
NC_Robeson,TX_Limestone,Non Speciality Crop,RCP85
NC_Robeson,TX_Freestone,Non Speciality Crop,RCP85
NC_Robeson,TX_Falls,Non Speciality Crop,RCP85
NC_Robeson,TX_Johnson,Non Speciality Crop,RCP85
NC_Robeson,TX_Milam,Speciality Crop,RCP85
NC_Robeson,TX_Travis,Speciality Crop,RCP85
NC_Rowan,TX_Wise,Speciality Crop,RCP85
NC_Rowan,TX_Denton,Non Speciality Crop,RCP85
NC_Rowan,TX_Hamilton,Speciality Crop,RCP85
NC_Rowan,TX_Rockwall,Non Speciality Crop,RCP85
NC_Rowan,TX_Callahan,Non Speciality Crop,RCP85
NC_Rowan,TX_Jack,Non Speciality Crop,RCP85
NC_Rowan,TX_Collin,Speciality Crop,RCP85
NC_Rowan,TX_Tarrant,Non Speciality Crop,RCP85
NC_Sampson,TX_McLennan,Non Speciality Crop,RCP85
NC_Sampson,TX_Bell,Speciality Crop,RCP85
NC_Sampson,TX_Hill,Non Speciality Crop,RCP85
NC_Sampson,TX_Limestone,Non Speciality Crop,RCP85
NC_Sampson,TX_Williamson,Speciality Crop,RCP85
NC_Sampson,TX_Johnson,Non Speciality Crop,RCP85
NC_Sampson,TX_Navarro,Speciality Crop,RCP85
NC_Sampson,TX_Coryell,Speciality Crop,RCP85
NC_Sampson,TX_Ellis,Speciality Crop,RCP85
NC_Sampson,TX_Falls,Non Speciality Crop,RCP85
NC_Surry,AR_Saline,Non Speciality Crop,RCP85
NC_Surry,OK_Pittsburg,Speciality Crop,RCP85
NC_Surry,OK_Coal,Speciality Crop,RCP85
NC_Surry,OK_Atoka,Speciality Crop,RCP85
NC_Wake,TX_Tarrant,Non Speciality Crop,RCP85
NC_Wake,TX_Rockwall,Non Speciality Crop,RCP85
NC_Wake,TX_Dallas,Non Speciality Crop,RCP85
NC_Wake,TX_Denton,Non Speciality Crop,RCP85
NC_Wake,TX_Kaufman,Non Speciality Crop,RCP85
NC_Wake,TX_McLennan,Non Speciality Crop,RCP85
NC_Wake,TX_Johnson,Non Speciality Crop,RCP85
NC_Wake,TX_Hill,Non Speciality Crop,RCP85
NC_Washington,TX_Williamson,Speciality Crop,RCP85
NC_Washington,TX_Bell,Speciality Crop,RCP85
NC_Washington,TX_Falls,Non Speciality Crop,RCP85
NC_Washington,TX_Limestone,Non Speciality Crop,RCP85
NC_Washington,TX_Henderson,Speciality Crop,RCP85
NC_Washington,TX_McLennan,Non Speciality Crop,RCP85
NC_Washington,TX_Travis,Speciality Crop,RCP85
NC_Washington,TX_Cherokee,Non Speciality Crop,RCP85
NC_Washington,TX_Milam,Speciality Crop,RCP85
NC_Washington,TX_Hays,Non Speciality Crop,RCP85
NC_Wayne,TX_McLennan,Non Speciality Crop,RCP85
NC_Wayne,TX_Hill,Non Speciality Crop,RCP85
NC_Wayne,TX_Williamson,Speciality Crop,RCP85
NC_Wayne,TX_Bell,Speciality Crop,RCP85
NC_Wayne,TX_Limestone,Non Speciality Crop,RCP85
NC_Wayne,TX_Ellis,Speciality Crop,RCP85
NC_Wayne,TX_Johnson,Non Speciality Crop,RCP85
NC_Wayne,TX_Falls,Non Speciality Crop,RCP85
NC_Wayne,TX_Travis,Speciality Crop,RCP85
NC_Wayne,TX_Navarro,Speciality Crop,RCP85
NC_Wilson,TX_Tarrant,Non Speciality Crop,RCP85
NC_Wilson,TX_Ellis,Speciality Crop,RCP85
NC_Wilson,TX_Dallas,Non Speciality Crop,RCP85
NC_Wilson,TX_Rockwall,Non Speciality Crop,RCP85
NC_Wilson,TX_Coryell,Speciality Crop,RCP85
NC_Wilson,TX_McLennan,Non Speciality Crop,RCP85
NC_Wilson,TX_Kaufman,Non Speciality Crop,RCP85
NC_Wilson,TX_Bell,Speciality Crop,RCP85
ND_Grand Forks,SD_Jones,Non Speciality Crop,RCP85
ND_Grand Forks,SD_Stanley,Non Speciality Crop,RCP85
ND_Grand Forks,SD_Mellette,Non Speciality Crop,RCP85
ND_Grand Forks,SD_Tripp,Non Speciality Crop,RCP85
ND_Grand Forks,SD_Haakon,Non Speciality Crop,RCP85
ND_Grand Forks,SD_Jackson,Non Speciality Crop,RCP85
ND_Grand Forks,SD_Lyman,Non Speciality Crop,RCP85
ND_Kidder,SD_Jones,Non Speciality Crop,RCP85
ND_Kidder,SD_Mellette,Non Speciality Crop,RCP85
ND_Kidder,SD_Jackson,Non Speciality Crop,RCP85
ND_Kidder,SD_Stanley,Non Speciality Crop,RCP85
ND_Kidder,SD_Tripp,Non Speciality Crop,RCP85
ND_Kidder,SD_Lyman,Non Speciality Crop,RCP85
ND_Kidder,ID_Payette,Speciality Crop,RCP85
ND_Kidder,NV_Churchill,Non Speciality Crop,RCP85
ND_Kidder,SD_Dewey,Non Speciality Crop,RCP85
ND_Kidder,SD_Ziebach,Non Speciality Crop,RCP85
ND_Pembina,SD_Stanley,Non Speciality Crop,RCP85
ND_Pembina,SD_Jones,Non Speciality Crop,RCP85
ND_Pembina,SD_Mellette,Non Speciality Crop,RCP85
ND_Pembina,SD_Tripp,Non Speciality Crop,RCP85
ND_Pembina,SD_Haakon,Non Speciality Crop,RCP85
ND_Pembina,SD_Jackson,Non Speciality Crop,RCP85
ND_Pembina,SD_Sully,Non Speciality Crop,RCP85
ND_Pembina,SD_Lyman,Non Speciality Crop,RCP85
ND_Sargent,KS_Smith,Non Speciality Crop,RCP85
ND_Sargent,KS_Rooks,Non Speciality Crop,RCP85
ND_Sargent,SD_Tripp,Non Speciality Crop,RCP85
ND_Sargent,SD_Jones,Non Speciality Crop,RCP85
ND_Sargent,SD_Jackson,Non Speciality Crop,RCP85
ND_Sargent,KS_Decatur,Non Speciality Crop,RCP85
ND_Sargent,KS_Mitchell,Non Speciality Crop,RCP85
ND_Sargent,SD_Mellette,Non Speciality Crop,RCP85
ND_Sargent,SD_Lyman,Non Speciality Crop,RCP85
ND_Sargent,KS_Phillips,Non Speciality Crop,RCP85
ND_Traill,SD_Tripp,Non Speciality Crop,RCP85
ND_Traill,SD_Jones,Non Speciality Crop,RCP85
ND_Traill,SD_Mellette,Non Speciality Crop,RCP85
ND_Traill,SD_Jackson,Non Speciality Crop,RCP85
ND_Traill,SD_Stanley,Non Speciality Crop,RCP85
ND_Traill,SD_Charles Mix,Non Speciality Crop,RCP85
ND_Traill,SD_Lyman,Non Speciality Crop,RCP85
ND_Traill,SD_Douglas,Non Speciality Crop,RCP85
ND_Walsh,SD_Jones,Non Speciality Crop,RCP85
ND_Walsh,SD_Stanley,Non Speciality Crop,RCP85
ND_Walsh,SD_Mellette,Non Speciality Crop,RCP85
ND_Walsh,SD_Tripp,Non Speciality Crop,RCP85
ND_Walsh,SD_Haakon,Non Speciality Crop,RCP85
ND_Walsh,SD_Hughes,Non Speciality Crop,RCP85
ND_Walsh,SD_Jackson,Non Speciality Crop,RCP85
ND_Walsh,SD_Lyman,Non Speciality Crop,RCP85
ND_Walsh,SD_Douglas,Non Speciality Crop,RCP85
ND_Williams,SD_Stanley,Non Speciality Crop,RCP85
ND_Williams,SD_Jones,Non Speciality Crop,RCP85
ND_Williams,SD_Jackson,Non Speciality Crop,RCP85
ND_Williams,ID_Payette,Speciality Crop,RCP85
ND_Williams,SD_Haakon,Non Speciality Crop,RCP85
ND_Williams,SD_Ziebach,Non Speciality Crop,RCP85
ND_Williams,NV_Churchill,Non Speciality Crop,RCP85
ND_Williams,UT_Grand,Non Speciality Crop,RCP85
ND_Williams,ID_Canyon,Speciality Crop,RCP85
ND_Williams,ID_Gem,Non Speciality Crop,RCP85
NE_Chase,OK_Beaver,Non Speciality Crop,RCP85
NE_Chase,OK_Harper,Non Speciality Crop,RCP85
NE_Chase,TX_Lipscomb,Non Speciality Crop,RCP85
NE_Chase,KS_Clark,Non Speciality Crop,RCP85
NE_Chase,TX_Hansford,Non Speciality Crop,RCP85
NE_Chase,KS_Rush,Non Speciality Crop,RCP85
NE_Chase,KS_Pawnee,Non Speciality Crop,RCP85
NE_Chase,KS_Ness,Non Speciality Crop,RCP85
NE_Chase,KS_Barton,Non Speciality Crop,RCP85
NE_Chase,TX_Roberts,Non Speciality Crop,RCP85
NE_Lincoln,KS_Rush,Non Speciality Crop,RCP85
NE_Lincoln,KS_Clark,Non Speciality Crop,RCP85
NE_Lincoln,KS_Osborne,Non Speciality Crop,RCP85
NE_Lincoln,OK_Beaver,Non Speciality Crop,RCP85
NE_Lincoln,KS_Pawnee,Non Speciality Crop,RCP85
NE_Lincoln,KS_Meade,Non Speciality Crop,RCP85
NE_Lincoln,OK_Harper,Non Speciality Crop,RCP85
NE_Lincoln,KS_Rooks,Non Speciality Crop,RCP85
NE_Lincoln,KS_Ness,Non Speciality Crop,RCP85
NE_Lincoln,KS_Barton,Non Speciality Crop,RCP85
NE_Morrill,KS_Meade,Non Speciality Crop,RCP85
NE_Morrill,KS_Seward,Non Speciality Crop,RCP85
NE_Morrill,KS_Grant,Speciality Crop,RCP85
NE_Morrill,OK_Beaver,Non Speciality Crop,RCP85
NE_Morrill,KS_Clark,Non Speciality Crop,RCP85
NE_Morrill,KS_Kearny,Non Speciality Crop,RCP85
NE_Morrill,KS_Morton,Non Speciality Crop,RCP85
NE_Morrill,KS_Rush,Non Speciality Crop,RCP85
NE_Morrill,KS_Wichita,Non Speciality Crop,RCP85
NE_Morrill,KS_Scott,Non Speciality Crop,RCP85
NH_Hillsborough,KS_Atchison,Non Speciality Crop,RCP85
NH_Hillsborough,UT_Davis,Speciality Crop,RCP85
NH_Hillsborough,KS_Jefferson,Non Speciality Crop,RCP85
NH_Hillsborough,KS_Leavenworth,Non Speciality Crop,RCP85
NH_Hillsborough,KS_Brown,Non Speciality Crop,RCP85
NH_Hillsborough,KS_Butler,Non Speciality Crop,RCP85
NJ_Atlantic,AR_Greene,Non Speciality Crop,RCP85
NJ_Atlantic,MO_Dunklin,Speciality Crop,RCP85
NJ_Atlantic,AR_Clay,Non Speciality Crop,RCP85
NJ_Atlantic,AR_Jackson,Non Speciality Crop,RCP85
NJ_Atlantic,AR_Woodruff,Non Speciality Crop,RCP85
NJ_Atlantic,AR_Lawrence,Non Speciality Crop,RCP85
NJ_Atlantic,AR_Independence,Non Speciality Crop,RCP85
NJ_Atlantic,CA_Shasta,Speciality Crop,RCP85
NJ_Burlington,AR_Woodruff,Non Speciality Crop,RCP85
NJ_Burlington,MO_Dunklin,Speciality Crop,RCP85
NJ_Burlington,AR_Greene,Non Speciality Crop,RCP85
NJ_Burlington,AR_Jackson,Non Speciality Crop,RCP85
NJ_Burlington,AR_Clay,Non Speciality Crop,RCP85
NJ_Burlington,AR_Poinsett,Non Speciality Crop,RCP85
NJ_Burlington,AR_Prairie,Non Speciality Crop,RCP85
NJ_Burlington,TN_Lake,Non Speciality Crop,RCP85
NJ_Burlington,AR_Lawrence,Non Speciality Crop,RCP85
NJ_Burlington,AR_Craighead,Non Speciality Crop,RCP85
NJ_Camden,AR_Jackson,Non Speciality Crop,RCP85
NJ_Camden,AR_Woodruff,Non Speciality Crop,RCP85
NJ_Camden,AR_Greene,Non Speciality Crop,RCP85
NJ_Camden,AR_Independence,Non Speciality Crop,RCP85
NJ_Camden,AR_Lawrence,Non Speciality Crop,RCP85
NJ_Camden,AR_White,Non Speciality Crop,RCP85
NJ_Camden,AR_Poinsett,Non Speciality Crop,RCP85
NJ_Camden,NV_Lincoln,Non Speciality Crop,RCP85
NJ_Camden,CA_Shasta,Speciality Crop,RCP85
NJ_Camden,OK_Bryan,Speciality Crop,RCP85
NJ_Gloucester,AR_Jackson,Non Speciality Crop,RCP85
NJ_Gloucester,AR_Woodruff,Non Speciality Crop,RCP85
NJ_Gloucester,AR_Prairie,Non Speciality Crop,RCP85
NJ_Gloucester,AR_Poinsett,Non Speciality Crop,RCP85
NJ_Gloucester,NV_Lincoln,Non Speciality Crop,RCP85
NJ_Gloucester,CA_Shasta,Speciality Crop,RCP85
NJ_Gloucester,AR_Greene,Non Speciality Crop,RCP85
NJ_Gloucester,CA_Tehama,Speciality Crop,RCP85
NJ_Hunterdon,UT_Washington,Non Speciality Crop,RCP85
NJ_Hunterdon,CA_Shasta,Speciality Crop,RCP85
NJ_Hunterdon,KS_Sumner,Non Speciality Crop,RCP85
NJ_Hunterdon,MO_Butler,Non Speciality Crop,RCP85
NJ_Hunterdon,KS_Sedgwick,Non Speciality Crop,RCP85
NJ_Hunterdon,MO_Saint Louis,Non Speciality Crop,RCP85
NJ_Hunterdon,IL_Saint Clair,Non Speciality Crop,RCP85
NJ_Hunterdon,MO_Scott,Non Speciality Crop,RCP85
NJ_Hunterdon,MO_New Madrid,Non Speciality Crop,RCP85
NJ_Hunterdon,KS_Cowley,Non Speciality Crop,RCP85
NJ_Mercer,UT_Washington,Non Speciality Crop,RCP85
NJ_Mercer,AR_Greene,Non Speciality Crop,RCP85
NJ_Mercer,CA_Shasta,Speciality Crop,RCP85
NJ_Mercer,MO_Scott,Non Speciality Crop,RCP85
NJ_Mercer,MO_Butler,Non Speciality Crop,RCP85
NJ_Mercer,AR_Independence,Non Speciality Crop,RCP85
NJ_Mercer,AR_Lawrence,Non Speciality Crop,RCP85
NJ_Mercer,MO_Dunklin,Speciality Crop,RCP85
NJ_Mercer,AR_Clay,Non Speciality Crop,RCP85
NJ_Monmouth,AR_Jackson,Non Speciality Crop,RCP85
NJ_Monmouth,CA_Shasta,Speciality Crop,RCP85
NJ_Monmouth,AR_Greene,Non Speciality Crop,RCP85
NJ_Monmouth,MO_Dunklin,Speciality Crop,RCP85
NJ_Monmouth,MD_Talbot,Non Speciality Crop,RCP85
NJ_Monmouth,AR_Woodruff,Non Speciality Crop,RCP85
NJ_Monmouth,VA_Essex,Non Speciality Crop,RCP85
NJ_Monmouth,UT_Washington,Non Speciality Crop,RCP85
NJ_Morris,MO_Saint Louis,Non Speciality Crop,RCP85
NJ_Morris,KS_Wyandotte,Non Speciality Crop,RCP85
NJ_Morris,MO_Saint Charles,Non Speciality Crop,RCP85
NJ_Morris,IL_Saint Clair,Non Speciality Crop,RCP85
NJ_Morris,MD_Cecil,Non Speciality Crop,RCP85
NJ_Morris,IL_Clark,Non Speciality Crop,RCP85
NJ_Morris,KS_Butler,Non Speciality Crop,RCP85
NJ_Morris,KS_Crawford,Non Speciality Crop,RCP85
NJ_Morris,KS_Leavenworth,Non Speciality Crop,RCP85
NJ_Salem,AR_Woodruff,Non Speciality Crop,RCP85
NJ_Salem,AR_Jackson,Non Speciality Crop,RCP85
NJ_Salem,AR_Poinsett,Non Speciality Crop,RCP85
NJ_Salem,AR_Prairie,Non Speciality Crop,RCP85
NJ_Salem,AR_Greene,Non Speciality Crop,RCP85
NJ_Salem,AR_Cross,Speciality Crop,RCP85
NJ_Salem,OK_Bryan,Speciality Crop,RCP85
NJ_Warren,KS_Leavenworth,Non Speciality Crop,RCP85
NJ_Warren,KS_Jefferson,Non Speciality Crop,RCP85
NJ_Warren,KS_Wyandotte,Non Speciality Crop,RCP85
NJ_Warren,MO_Saint Louis,Non Speciality Crop,RCP85
NJ_Warren,UT_Washington,Non Speciality Crop,RCP85
NJ_Warren,KS_Butler,Non Speciality Crop,RCP85
NJ_Warren,KS_Anderson,Non Speciality Crop,RCP85
NJ_Warren,KS_Sedgwick,Non Speciality Crop,RCP85
NJ_Warren,KS_Harvey,Non Speciality Crop,RCP85
NM_Chaves,TX_Loving,Non Speciality Crop,RCP85
NM_Chaves,TX_Reeves,Non Speciality Crop,RCP85
NM_Chaves,TX_Crane,Non Speciality Crop,RCP85
NM_Chaves,TX_Midland,Speciality Crop,RCP85
NM_Chaves,TX_Concho,Non Speciality Crop,RCP85
NM_Chaves,TX_Andrews,Non Speciality Crop,RCP85
NM_Chaves,TX_Glasscock,Speciality Crop,RCP85
NM_Chaves,TX_Culberson,Non Speciality Crop,RCP85
NM_Dona Ana,TX_Crane,Non Speciality Crop,RCP85
NM_Dona Ana,TX_Loving,Non Speciality Crop,RCP85
NM_Dona Ana,TX_Reeves,Non Speciality Crop,RCP85
NM_Dona Ana,TX_Val Verde,Non Speciality Crop,RCP85
NM_Dona Ana,TX_Concho,Non Speciality Crop,RCP85
NM_Dona Ana,TX_Midland,Speciality Crop,RCP85
NM_Dona Ana,AZ_Pima,Non Speciality Crop,RCP85
NM_Dona Ana,TX_Irion,Non Speciality Crop,RCP85
NM_Eddy,TX_Crane,Non Speciality Crop,RCP85
NM_Eddy,TX_Loving,Non Speciality Crop,RCP85
NM_Eddy,TX_Concho,Non Speciality Crop,RCP85
NM_Eddy,TX_Reeves,Non Speciality Crop,RCP85
NM_Eddy,TX_Val Verde,Non Speciality Crop,RCP85
NM_Eddy,TX_Midland,Speciality Crop,RCP85
NM_Eddy,TX_Irion,Non Speciality Crop,RCP85
NM_Eddy,TX_Somervell,Non Speciality Crop,RCP85
NM_Lea,TX_Loving,Non Speciality Crop,RCP85
